part_id,Q1.2,Q1.3,Q2.1,Q2.2,Q2.3,Q2.4,Q3.1,Q3.2,Q4.1,Q4.2,Q4.3,Q4.4,Q5.1,Q5.2,Q5.3,Q5.4,Q6.1,Q6.2,Q7.1,Q7.2,Q7.3,Q8.1,Q8.2,Q8.3,Q9.1,Q9.2,Q10.1,Q10.2,Q10.3,Q12.1,Q12.2_1,Q12.3_1,Q12.4_1,Q12.5_1,Q12.6,Q12.7_1,Q12.8_1,Q12.9_1,Q12.10_1,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q14.1_1,Q14.2,Q14.2_TEXT,Q14.3_1,Q14.4,Q14.4_TEXT,Q14.5,Q14.5_TEXT,Q14.6,Q14.7,gender,race,ethnic,educ,daily_meds_n,age,t_duration_min,batch_id,sns1,sns2,sns3,sns4,sns5,sns6,sns7,sns8,sns_total,sns_ability,sns_preference,snumi1,snumi2,snumi3,snumi4,snumi5,snumi6,snumi7,snumi8,snumi_total,ind_sens_verb,ind_sens_gist,ind_spec_verb,ind_spec_gist,ind_conf_verb,ind_conf_gist,emb_sens,emb_spec,emb_conf,ind_sens_all,ind_spec_all,ind_conf_all,all_sens_mean,all_spec_mean,all_conf_mean,total_score_mean,ind_score_mean,emb_score_mean,snumi_cat,total_score_raw
R_3sjfgv97AJymKic,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,6,6,6,1,6,6,1,6,1,6,4,7,4,5,6,7,13,69,1,,3,2,,2,,6,2,male,black/aa,non-hispanic,bachelors,3,69,23.75,3,6,6,6,6,6,6,6,6,6,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0.5,1,1,0.666666667,1,0.888888889,0.833333333,1,high (7-8),8
R_3EtbBkk6pK7TGw2,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,2,3,3,1,1,1,1,1,6,5,6,1,4,3,2,6,1,6,4,7,4,7,5,5,13,65,2,,4,1,,2,,3,3,female,white,non-hispanic,highschool,4,65,18.81666667,3,1,6,5,6,4,3,5,6,4.5,4.5,4.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.5,1,1,0.666666667,0.888888889,0.833333333,1,average (4-6),8
R_2w1v1LWqoeyqFF4,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,4,6,6,1,3,6,1,6,1,6,4,7,4,5,6,4,13,60,2,,5,1,,2,,5,3,female,white,non-hispanic,associates,5,60,21.76666667,3,4,4,6,6,3,6,6,6,5.125,5,5.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_3nindGLaVk3xa9G,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,5,6,6,1,5,6,2,6,1,6,4,7,4,5,6,7,13,60,2,,2,2,,2,,5,4,female,black/aa,non-hispanic,associates,2,60,18.46666667,3,4,5,6,6,5,6,5,6,5.375,5.25,5.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_2VeeU1CUJXE8FT8,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,4,5,5,1,6,4,5,5,1,6,4,7,4,5,5,7,13,67,2,,3,1,,2,,3,4,female,white,non-hispanic,highschool,3,67,18.08333333,3,5,4,5,5,6,4,2,5,4.5,4.75,4.25,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_2QzA6XQN58Cngeq,1,1,1,1,1,1,3,3,1,1,3,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,4,4,6,1,3,6,1,6,1,6,4,7,4,5,6,7,13,62,2,,0,1,,2,,3,4,female,white,non-hispanic,highschool,0,62,22.36666667,3,4,4,4,6,3,6,6,6,4.875,4.5,5.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0.5,1,1,0.666666667,1,0.888888889,0.833333333,1,high (7-8),8
R_2upVG0RyR1oQhlT,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,6,6,1,5,6,1,6,1,6,4,7,4,6,5,7,13,68,2,,0,1,,2,,7,2,female,white,non-hispanic,masters,0,68,19.41666667,3,5,5,6,6,5,6,6,6,5.625,5.5,5.75,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,average (4-6),9
R_3KrRU0gkO5819PT,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,5,6,6,1,5,5,2,5,1,6,4,7,4,6,5,6,13,59,1,,5,1,,2,,3,4,male,white,non-hispanic,highschool,5,59,14.63333333,3,4,5,6,6,5,5,5,5,5.125,5.25,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,average (4-6),9
R_WqToMWSgUOeOQTv,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,6,6,6,1,6,6,1,6,1,6,4,7,4,5,6,7,13,68,2,,0,1,,2,,3,2,female,white,non-hispanic,highschool,0,68,4.816666667,3,6,6,6,6,6,6,6,6,6,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_26nKCAg14wamqbw,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,5,5,1,4,5,1,5,1,6,4,7,4,5,6,4,13,61,2,,2,1,,2,,6,2,female,white,non-hispanic,bachelors,2,61,14.7,3,5,5,5,5,4,5,6,5,5,5,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_3s7HD4mhhMfkIU8,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,5,6,6,1,5,6,1,6,1,6,4,7,4,6,6,4,13,59,2,,6,1,,2,,4,2,female,white,non-hispanic,ged/equiv,6,59,19.25,3,3,5,6,6,5,6,6,6,5.375,5,5.75,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,average (4-6),9
R_2aqWRLvITvyHbT8,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,2,3,5,5,1,6,4,2,5,1,6,4,7,1,5,6,6,13,63,2,,2,1,,2,,5,4,female,white,non-hispanic,associates,2,63,13.16666667,3,2,3,5,5,6,4,5,5,4.375,3.75,5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,average (4-6),9
R_1NrbXcQxRxCC2cI,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,2,3,3,1,1,3,1,4,4,6,6,1,2,2,5,3,1,6,4,7,4,5,5,4,13,68,2,,3,1,,2,,3,2,female,white,non-hispanic,highschool,3,68,9.716666667,3,4,4,6,6,2,2,2,3,3.625,5,2.25,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,0.5,1,1,0.333333333,0.777777778,0.833333333,0.666666667,average (4-6),7
R_29pqefBTUWezlsH,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,3,4,4,1,4,2,2,3,1,6,4,7,4,4,6,4,13,71,1,,6,1,,2,,5,2,male,white,non-hispanic,associates,6,71,19.38333333,3,3,3,4,4,4,2,5,3,3.5,3.5,3.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,average (4-6),9
R_1n9s6A567JJx6fF,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,3,4,5,1,5,6,1,5,1,6,4,7,4,5,6,7,13,64,1,,1,1,,1,,5,2,male,white,hispanic,associates,1,64,22.66666667,3,3,3,4,5,5,6,6,5,4.625,3.75,5.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_3M0hdckEVqSgaoZ,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,6,6,1,5,5,1,6,1,6,4,7,4,5,6,7,13,59,1,,0,1,,2,,6,4,male,white,non-hispanic,bachelors,0,59,13.55,3,5,5,6,6,5,5,6,6,5.5,5.5,5.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_22So0HJXjqmWJdU,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,5,6,6,1,6,6,1,6,1,6,4,7,4,5,6,4,13,81,2,,4,1,,2,,8,3,female,white,non-hispanic,doctoral,4,81,26.51666667,3,3,5,6,6,6,6,6,6,5.5,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_2amnbSP9yvL4NPE,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,3,6,4,1,5,5,1,5,1,6,4,7,4,5,5,4,13,59,2,,3,6,,2,,5,1,female,mixed/other,non-hispanic,associates,3,59,32.18333333,3,3,3,6,4,5,5,6,5,4.625,4,5.25,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,average (4-6),9
R_24wVBUW42YYNSdO,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,4,5,5,1,5,6,1,5,1,6,4,7,4,5,6,5,13,74,1,,0,1,,2,,4,2,male,white,non-hispanic,ged/equiv,0,74,14.23333333,3,3,4,5,5,5,6,6,5,4.875,4.25,5.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.5,1,1,0.666666667,0.888888889,0.833333333,1,high (7-8),8
R_1jlgZ9FJczn1O1J,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,4,5,5,1,6,6,1,6,1,6,4,7,4,5,6,4,13,66,2,,1,1,,2,,7,4,female,white,non-hispanic,masters,1,66,17.68333333,3,4,4,5,5,6,6,6,6,5.25,4.5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_2AL1MvRmmS2rBMZ,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,3,1,5,6,6,6,1,6,6,1,6,1,6,4,7,4,5,6,7,13,66,1,,5,1,,2,,3,2,male,white,non-hispanic,highschool,5,66,10.2,3,5,6,6,6,6,6,6,6,5.875,5.75,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,0.666666667,0.888888889,1,0.666666667,high (7-8),8
R_1eXA5jNNQgEyfpK,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,5,5,5,1,5,5,2,5,1,6,4,7,4,6,6,5,13,73,1,,8,1,,2,,3,2,male,white,non-hispanic,highschool,8,73,12.08333333,3,4,5,5,5,5,5,5,5,4.875,4.75,5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,average (4-6),9
R_31TOvX6srCovIli,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,3,1,5,5,5,5,1,4,6,5,5,1,6,4,7,4,6,6,7,13,67,1,,2,1,,2,,5,2,male,white,non-hispanic,associates,2,67,15.23333333,3,5,5,5,5,4,6,2,5,4.625,5,4.25,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,0.666666667,0.888888889,1,0.666666667,high (7-8),8
R_09d8oYSk7iGwofL,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,5,6,1,6,5,3,6,1,6,4,7,4,5,6,7,13,66,2,,0,1,,3,,8,1,female,white,other,doctoral,0,66,21.76666667,3,5,5,5,6,6,5,4,6,5.25,5.25,5.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_2dnzYdPY1okaCxK,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,5,6,6,1,6,6,1,6,1,6,4,7,4,4,5,7,13,61,1,,4,1,,2,,5,2,male,white,non-hispanic,associates,4,61,15.71666667,3,3,5,6,6,6,6,6,6,5.5,5,6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,average (4-6),9
R_2wSLPcQ10CcnYs1,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,1,1,3,4,1,6,6,1,6,1,6,4,7,4,5,6,7,13,63,1,,0,1,,2,,5,4,male,white,non-hispanic,associates,0,63,12.58333333,3,1,1,3,4,6,6,6,6,4.125,2.25,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_3mdW8TxDLL4SPlX,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,6,6,1,5,6,1,6,1,6,4,7,4,5,6,5,13,70,2,,5,7,JEW,2,,8,1,female,mixed/other,non-hispanic,doctoral,5,70,19.51666667,3,5,5,6,6,5,6,6,6,5.625,5.5,5.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0.5,1,1,0.666666667,1,0.888888889,0.833333333,1,high (7-8),8
R_Y3oxLGMNzcFvPpv,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,6,6,1,6,6,3,6,1,6,4,7,4,5,6,7,13,65,2,,0,1,,2,,8,4,female,white,non-hispanic,doctoral,0,65,19.6,3,5,5,6,6,6,6,4,6,5.5,5.5,5.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_3ffTa4hTjiA8I9e,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,6,6,6,1,6,6,1,6,1,6,4,7,4,5,6,7,13,60,2,,1,1,,2,,6,2,female,white,non-hispanic,bachelors,1,60,10.51666667,3,6,6,6,6,6,6,6,6,6,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_8eKCWChOrAVgV0t,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,4,5,5,1,5,6,1,6,1,6,4,7,4,6,6,5,13,74,1,,7,1,,2,,3,2,male,white,non-hispanic,highschool,7,74,23.91666667,3,4,4,5,5,5,6,6,6,5.125,4.5,5.75,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,average (4-6),9
R_3hrqdf1tSmdHxAh,1,1,1,1,1,1,3,3,1,1,2,1,1,1,4,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,6,6,6,1,6,6,1,6,1,6,4,7,4,5,6,4,13,60,2,,6,1,,2,,6,2,female,white,non-hispanic,bachelors,6,60,12.38333333,3,4,6,6,6,6,6,6,6,5.75,5.5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1,0.5,1,1,0.666666667,0.888888889,0.833333333,1,high (7-8),8
R_1mK1MyM6sxdxkbg,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,4,5,1,5,6,1,6,1,6,4,7,4,5,6,4,13,65,1,,0,1,,2,,3,2,male,white,non-hispanic,highschool,0,65,16.45,3,5,5,4,5,5,6,6,6,5.25,4.75,5.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_31tPjL7gvmjaVMB,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,6,6,1,6,5,1,6,1,6,4,7,4,6,5,4,13,60,1,,2,1,,2,,5,2,male,white,non-hispanic,associates,2,60,19.23333333,3,5,5,6,6,6,5,6,6,5.625,5.5,5.75,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,average (4-6),9
R_3nTpEBombX4L88M,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,6,6,1,5,5,1,6,1,6,4,7,4,5,6,7,13,64,2,,3,1,,2,,5,2,female,white,non-hispanic,associates,3,64,19.55,3,5,5,6,6,5,5,6,6,5.5,5.5,5.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_3EWixx2FXPYalGJ,1,1,1,1,1,1,3,3,1,1,2,1,1,1,1,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,5,4,4,1,4,6,1,6,1,6,4,7,4,7,6,4,13,65,2,,5,1,,2,,5,2,female,white,non-hispanic,associates,5,65,16.48333333,3,4,5,4,4,4,6,6,6,4.875,4.25,5.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1,0.5,1,1,0.666666667,0.888888889,0.833333333,1,average (4-6),8
R_3pr7RCiZguoi8LC,1,1,1,1,1,1,3,3,1,1,3,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,4,6,6,1,5,6,5,5,1,6,4,7,4,5,6,4,13,68,2,,6,1,,2,,4,2,female,white,non-hispanic,ged/equiv,6,68,16.31666667,3,3,4,6,6,5,6,2,5,4.625,4.75,4.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0.5,1,1,0.666666667,1,0.888888889,0.833333333,1,high (7-8),8
R_3PnviHCuVzURchw,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,5,4,4,1,4,4,1,6,1,6,4,7,4,5,6,7,13,67,2,,7,1,,2,,6,2,female,white,non-hispanic,bachelors,7,67,25.36666667,3,4,5,4,4,4,4,6,6,4.625,4.25,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_1pMuqpzCQKmxfTW,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,5,6,1,6,5,2,5,1,6,4,7,4,5,6,7,13,67,1,,2,1,,2,,6,4,male,white,non-hispanic,bachelors,2,67,13.46666667,3,5,5,5,6,6,5,5,5,5.25,5.25,5.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_1goJtvKMl5DXNa0,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,1,1,1,2,3,3,1,1,1,1,3,5,5,5,1,1,1,1,5,1,6,4,7,4,5,6,7,13,65,2,,6,1,,2,,3,1,female,white,non-hispanic,highschool,6,65,13.4,3,3,5,5,5,1,1,6,5,3.875,4.5,3.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,1,0.666666667,1,1,0.888888889,1,0.666666667,high (7-8),8
R_1JDske54F1JAIF2,1,1,1,1,1,1,3,3,1,1,2,2,1,1,2,2,3,3,1,1,2,1,1,1,3,3,1,1,3,1,4,4,6,6,1,6,6,1,6,1,6,4,7,4,6,5,4,13,64,2,,4,1,,2,,5,2,female,white,non-hispanic,associates,4,64,15.2,3,4,4,6,6,6,6,6,6,5.5,5,6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,5,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0.5,0.5,1,0.333333333,0.333333333,0.555555556,0.666666667,0.333333333,average (4-6),5
R_6ME2HmAioV5QIgN,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,2,2,5,5,1,2,2,5,4,1,6,4,7,4,5,6,4,13,71,2,,2,1,,2,,7,1,female,white,non-hispanic,masters,2,71,16.96666667,3,2,2,5,5,2,2,2,4,3,3.5,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_3h4361udLclx796,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,1,3,3,1,1,1,1,3,4,5,5,1,6,6,6,6,1,6,4,7,1,5,6,7,13,69,1,,1,1,,2,,7,2,male,white,non-hispanic,masters,1,69,15.03333333,3,3,4,5,5,6,6,1,6,4.5,4.25,4.75,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,1,1,1,0.666666667,1,0.888888889,1,0.666666667,high (7-8),8
R_ON0YIZsOknBvNNT,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,5,5,1,6,5,1,6,1,6,4,7,4,5,6,7,13,64,1,,0,1,,2,,3,4,male,white,non-hispanic,highschool,0,64,14.5,3,5,5,5,5,6,5,6,6,5.375,5,5.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_1jE6AzxDXjNvm3I,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,6,5,6,1,6,5,2,6,1,6,4,7,4,7,6,4,13,67,1,,1,4,,2,,4,2,male,asian,non-hispanic,ged/equiv,1,67,18.56666667,3,6,6,5,6,6,5,5,6,5.625,5.75,5.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,average (4-6),9
